,index,Unnamed: 0,id,path,class
42,1260,1260,2414,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0035_795464.jpg,43
43,1290,1290,2471,044.Frigatebird/Frigatebird_0057_43016.jpg,44
44,1320,1320,2530,045.Northern_Fulmar/Northern_Fulmar_0029_44049.jpg,45
45,1350,1350,2591,046.Gadwall/Gadwall_0001_31235.jpg,46
46,1380,1380,2651,047.American_Goldfinch/American_Goldfinch_0017_32272.jpg,47
47,1410,1410,2714,048.European_Goldfinch/European_Goldfinch_0053_794639.jpg,48
48,1440,1440,2771,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0073_33723.jpg,49
49,1470,1470,2832,050.Eared_Grebe/Eared_Grebe_0068_34052.jpg,50
50,1500,1500,2890,051.Horned_Grebe/Horned_Grebe_0017_35073.jpg,51
51,1530,1530,2950,052.Pied_billed_Grebe/Pied_Billed_Grebe_0064_35843.jpg,52
52,1560,1560,3010,053.Western_Grebe/Western_Grebe_0067_36610.jpg,53
53,1590,1590,3070,054.Blue_Grosbeak/Blue_Grosbeak_0066_36632.jpg,54
54,1620,1620,3132,055.Evening_Grosbeak/Evening_Grosbeak_0057_37392.jpg,55
55,1650,1650,3194,056.Pine_Grosbeak/Pine_Grosbeak_0006_38421.jpg,56
56,1680,1680,3250,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0029_39434.jpg,57
57,1710,1710,3310,058.Pigeon_Guillemot/Pigeon_Guillemot_0018_40195.jpg,58
58,1740,1740,3369,059.California_Gull/California_Gull_0025_41479.jpg,59
59,1770,1770,3429,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0087_44550.jpg,60
60,1800,1800,3488,061.Heermann_Gull/Heermann_Gull_0076_45597.jpg,61
61,1830,1830,3551,062.Herring_Gull/Herring_Gull_0105_46113.jpg,62
62,1860,1860,3608,063.Ivory_Gull/Ivory_Gull_0104_49666.jpg,63
63,1890,1890,3670,064.Ring_billed_Gull/Ring_Billed_Gull_0020_50204.jpg,64
64,1920,1920,3728,065.Slaty_backed_Gull/Slaty_Backed_Gull_0081_53264.jpg,65
65,1950,1950,3780,066.Western_Gull/Western_Gull_0002_54825.jpg,66
66,1980,1980,3839,067.Anna_Hummingbird/Anna_Hummingbird_0052_56344.jpg,67
67,2010,2010,3897,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0045_57347.jpg,68
68,2040,2040,3957,069.Rufous_Hummingbird/Rufous_Hummingbird_0118_59393.jpg,69
69,2070,2070,4017,070.Green_Violetear/Green_Violetear_0041_795648.jpg,70
70,2100,2100,4078,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0012_797101.jpg,71
71,2130,2130,4137,072.Pomarine_Jaeger/Pomarine_Jaeger_0038_61446.jpg,72
72,2160,2160,4197,073.Blue_Jay/Blue_Jay_0015_62916.jpg,73
73,2190,2190,4257,074.Florida_Jay/Florida_Jay_0037_64515.jpg,74
74,2220,2220,4320,075.Green_Jay/Green_Jay_0121_65564.jpg,75
75,2250,2250,4374,076.Dark_eyed_Junco/Dark_Eyed_Junco_0087_68102.jpg,76
76,2280,2280,4434,077.Tropical_Kingbird/Tropical_Kingbird_0064_69889.jpg,77
77,2310,2310,4494,078.Gray_Kingbird/Gray_Kingbird_0025_70152.jpg,78
78,2340,2340,4553,079.Belted_Kingfisher/Belted_Kingfisher_0020_70922.jpg,79
79,2370,2370,4614,080.Green_Kingfisher/Green_Kingfisher_0011_71183.jpg,80
80,2400,2400,4674,081.Pied_Kingfisher/Pied_Kingfisher_0080_72199.jpg,81
81,2430,2430,4734,082.Ringed_Kingfisher/Ringed_Kingfisher_0004_72966.jpg,82
82,2460,2460,4794,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0024_73736.jpg,83
83,2490,2490,4853,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0001_795394.jpg,84
84,2520,2520,4906,085.Horned_Lark/Horned_Lark_0067_75266.jpg,85
85,2550,2550,4968,086.Pacific_Loon/Pacific_Loon_0038_75526.jpg,86
86,2580,2580,5030,087.Mallard/Mallard_0025_76465.jpg,87
87,2610,2610,5086,088.Western_Meadowlark/Western_Meadowlark_0079_78856.jpg,88
88,2640,2640,5147,089.Hooded_Merganser/Hooded_Merganser_0015_79132.jpg,89
89,2670,2670,5206,090.Red_breasted_Merganser/Red_Breasted_Merganser_0080_79488.jpg,90
90,2700,2700,5267,091.Mockingbird/Mockingbird_0096_79878.jpg,91
91,2730,2730,5327,092.Nighthawk/Nighthawk_0041_82183.jpg,92
92,2760,2760,5392,093.Clark_Nutcracker/Clark_Nutcracker_0105_85097.jpg,93
93,2790,2790,5450,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0068_86033.jpg,94
94,2820,2820,5507,095.Baltimore_Oriole/Baltimore_Oriole_0027_87561.jpg,95
95,2850,2850,5566,096.Hooded_Oriole/Hooded_Oriole_0050_90629.jpg,96
96,2880,2880,5628,097.Orchard_Oriole/Orchard_Oriole_0082_91654.jpg,97
97,2910,2910,5688,098.Scott_Oriole/Scott_Oriole_0085_92206.jpg,98
98,2940,2940,5745,099.Ovenbird/Ovenbird_0050_92672.jpg,99
99,2970,2970,5811,100.Brown_Pelican/Brown_Pelican_0086_93757.jpg,100
100,3000,3000,5866,101.White_Pelican/White_Pelican_0073_96260.jpg,101
101,3030,3030,5916,102.Western_Wood_Pewee/Western_Wood_Pewee_0016_98082.jpg,102
102,3060,3060,5977,103.Sayornis/Sayornis_0066_98309.jpg,103
103,3090,3090,6035,104.American_Pipit/American_Pipit_0039_99841.jpg,104
104,3120,3120,6095,105.Whip_poor_Will/Whip_Poor_Will_0011_796416.jpg,105
105,3150,3150,6144,106.Horned_Puffin/Horned_Puffin_0016_100993.jpg,106
106,3180,3180,6208,107.Common_Raven/Common_Raven_0010_101390.jpg,107
107,3209,3209,6264,108.White_necked_Raven/White_Necked_Raven_0059_102668.jpg,108
108,3239,3239,6325,109.American_Redstart/American_Redstart_0090_102940.jpg,109
109,3269,3269,6383,110.Geococcyx/Geococcyx_0078_104468.jpg,110
110,3299,3299,6443,111.Loggerhead_Shrike/Loggerhead_Shrike_0114_104960.jpg,111
111,3329,3329,6503,112.Great_Grey_Shrike/Great_Grey_Shrike_0056_106752.jpg,112
112,3359,3359,6563,113.Baird_Sparrow/Baird_Sparrow_0009_106882.jpg,113
113,3389,3389,6614,114.Black_throated_Sparrow/Black_Throated_Sparrow_0095_107268.jpg,114
114,3419,3419,6674,115.Brewer_Sparrow/Brewer_Sparrow_0053_796694.jpg,115
115,3449,3449,6732,116.Chipping_Sparrow/Chipping_Sparrow_0033_109069.jpg,116
116,3479,3479,6792,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0056_110848.jpg,117
117,3509,3509,6854,118.House_Sparrow/House_Sparrow_0121_113182.jpg,118
118,3539,3539,6914,119.Field_Sparrow/Field_Sparrow_0011_113420.jpg,119
119,3569,3569,6971,120.Fox_Sparrow/Fox_Sparrow_0041_115218.jpg,120
120,3599,3599,7031,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0039_115980.jpg,121
121,3629,3629,7090,122.Harris_Sparrow/Harris_Sparrow_0024_116480.jpg,122
122,3659,3659,7151,123.Henslow_Sparrow/Henslow_Sparrow_0061_116751.jpg,123
123,3689,3689,7211,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0020_117035.jpg,124
124,3719,3719,7270,125.Lincoln_Sparrow/Lincoln_Sparrow_0108_117773.jpg,125
125,3749,3749,7328,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0068_796930.jpg,126
126,3778,3778,7390,127.Savannah_Sparrow/Savannah_Sparrow_0064_119316.jpg,127
127,3808,3808,7448,128.Seaside_Sparrow/Seaside_Sparrow_0015_796500.jpg,128
128,3838,3838,7508,129.Song_Sparrow/Song_Sparrow_0110_120872.jpg,129
129,3868,3868,7567,130.Tree_Sparrow/Tree_Sparrow_0130_124932.jpg,130
130,3898,3898,7627,131.Vesper_Sparrow/Vesper_Sparrow_0005_125440.jpg,131
131,3928,3928,7687,132.White_crowned_Sparrow/White_Crowned_Sparrow_0064_126467.jpg,132
132,3958,3958,7750,133.White_throated_Sparrow/White_Throated_Sparrow_0050_129051.jpg,133
133,3988,3988,7810,134.Cape_Glossy_Starling/Cape_Glossy_Starling_0006_129295.jpg,134
134,4018,4018,7867,135.Bank_Swallow/Bank_Swallow_0015_129853.jpg,135
135,4047,4047,7929,136.Barn_Swallow/Barn_Swallow_0005_130591.jpg,136
136,4077,4077,7988,137.Cliff_Swallow/Cliff_Swallow_0088_134188.jpg,137
137,4107,4107,8046,138.Tree_Swallow/Tree_Swallow_0040_135172.jpg,138
138,4137,4137,8107,139.Scarlet_Tanager/Scarlet_Tanager_0093_138250.jpg,139
139,4167,4167,8167,140.Summer_Tanager/Summer_Tanager_0034_139781.jpg,140
140,4197,4197,8226,141.Artic_Tern/Artic_Tern_0032_141313.jpg,141
141,4226,4226,8286,142.Black_Tern/Black_Tern_0090_143880.jpg,142
142,4256,4256,8344,143.Caspian_Tern/Caspian_Tern_0015_145664.jpg,143
143,4286,4286,8405,144.Common_Tern/Common_Tern_0019_149769.jpg,144
144,4316,4316,8466,145.Elegant_Tern/Elegant_Tern_0032_150488.jpg,145
145,4346,4346,8526,146.Forsters_Tern/Forsters_Tern_0118_151564.jpg,146
146,4376,4376,8584,147.Least_Tern/Least_Tern_0109_154127.jpg,147
147,4406,4406,8646,148.Green_tailed_Towhee/Green_Tailed_Towhee_0099_154882.jpg,148
148,4436,4436,8704,149.Brown_Thrasher/Brown_Thrasher_0034_155139.jpg,149
149,4466,4466,8764,150.Sage_Thrasher/Sage_Thrasher_0025_155661.jpg,150
150,4496,4496,8823,151.Black_capped_Vireo/Black_Capped_Vireo_0024_155905.jpg,151
151,4526,4526,8875,152.Blue_headed_Vireo/Blue_Headed_Vireo_0060_156171.jpg,152
152,4556,4556,8935,153.Philadelphia_Vireo/Philadelphia_Vireo_0002_156591.jpg,153
153,4586,4586,8997,154.Red_eyed_Vireo/Red_Eyed_Vireo_0034_157219.jpg,154
154,4616,4616,9055,155.Warbling_Vireo/Warbling_Vireo_0116_158740.jpg,155
155,4646,4646,9115,156.White_eyed_Vireo/White_Eyed_Vireo_0136_156418.jpg,156
156,4676,4676,9178,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0052_794973.jpg,157
157,4706,4706,9232,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0026_159744.jpg,158
158,4736,4736,9292,159.Black_and_white_Warbler/Black_And_White_Warbler_0031_160773.jpg,159
159,4766,4766,9354,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0004_161404.jpg,160
160,4796,4796,9411,161.Blue_winged_Warbler/Blue_Winged_Warbler_0027_161795.jpg,161
161,4826,4826,9474,162.Canada_Warbler/Canada_Warbler_0121_162310.jpg,162
162,4856,4856,9531,163.Cape_May_Warbler/Cape_May_Warbler_0001_139008.jpg,163
163,4886,4886,9592,164.Cerulean_Warbler/Cerulean_Warbler_0091_163331.jpg,164
164,4916,4916,9651,165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0098_164352.jpg,165
165,4946,4946,9712,166.Golden_winged_Warbler/Golden_Winged_Warbler_0060_164368.jpg,166
166,4976,4976,9770,167.Hooded_Warbler/Hooded_Warbler_0043_164864.jpg,167
167,5006,5006,9831,168.Kentucky_Warbler/Kentucky_Warbler_0059_795905.jpg,168
168,5036,5036,9890,169.Magnolia_Warbler/Magnolia_Warbler_0112_166406.jpg,169
169,5066,5066,9948,170.Mourning_Warbler/Mourning_Warbler_0014_166427.jpg,170
170,5096,5096,10008,171.Myrtle_Warbler/Myrtle_Warbler_0069_166914.jpg,171
171,5126,5126,10071,172.Nashville_Warbler/Nashville_Warbler_0040_167454.jpg,172
172,5156,5156,10128,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0083_167948.jpg,173
173,5186,5186,10189,174.Palm_Warbler/Palm_Warbler_0093_170499.jpg,174
174,5216,5216,10248,175.Pine_Warbler/Pine_Warbler_0007_171523.jpg,175
175,5246,5246,10309,176.Prairie_Warbler/Prairie_Warbler_0040_173056.jpg,176
176,5276,5276,10368,177.Prothonotary_Warbler/Prothonotary_Warbler_0112_174594.jpg,177
177,5306,5306,10428,178.Swainson_Warbler/Swainson_Warbler_0049_794880.jpg,178
178,5336,5336,10484,179.Tennessee_Warbler/Tennessee_Warbler_0074_175058.jpg,179
179,5366,5366,10544,180.Wilson_Warbler/Wilson_Warbler_0089_175619.jpg,180
180,5396,5396,10603,181.Worm_eating_Warbler/Worm_Eating_Warbler_0054_176130.jpg,181
181,5426,5426,10663,182.Yellow_Warbler/Yellow_Warbler_0028_176391.jpg,182
182,5456,5456,10723,183.Northern_Waterthrush/Northern_Waterthrush_0103_177162.jpg,183
183,5486,5486,10783,184.Louisiana_Waterthrush/Louisiana_Waterthrush_0023_795269.jpg,184
184,5516,5516,10842,185.Bohemian_Waxwing/Bohemian_Waxwing_0010_796672.jpg,185
185,5546,5546,10904,186.Cedar_Waxwing/Cedar_Waxwing_0060_178190.jpg,186
186,5576,5576,10964,187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0037_796166.jpg,187
187,5606,5606,11013,188.Pileated_Woodpecker/Pileated_Woodpecker_0125_179971.jpg,188
188,5636,5636,11072,189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0069_181248.jpg,189
189,5666,5666,11132,190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0052_794752.jpg,190
190,5695,5695,11193,191.Red_headed_Woodpecker/Red_Headed_Woodpecker_0041_182788.jpg,191
191,5725,5725,11251,192.Downy_Woodpecker/Downy_Woodpecker_0062_184343.jpg,192
192,5755,5755,11313,193.Bewick_Wren/Bewick_Wren_0097_185358.jpg,193
193,5785,5785,11375,194.Cactus_Wren/Cactus_Wren_0086_185630.jpg,194
194,5815,5815,11431,195.Carolina_Wren/Carolina_Wren_0024_186377.jpg,195
195,5845,5845,11490,196.House_Wren/House_Wren_0055_187397.jpg,196
196,5874,5874,11552,197.Marsh_Wren/Marsh_Wren_0068_188446.jpg,197
197,5904,5904,11610,198.Rock_Wren/Rock_Wren_0043_188933.jpg,198
198,5934,5934,11669,199.Winter_Wren/Winter_Wren_0095_189985.jpg,199
199,5964,5964,11731,200.Common_Yellowthroat/Common_Yellowthroat_0077_190990.jpg,200
200,1,1,4,001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,1
201,31,31,64,002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,2
202,61,61,122,003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,3
203,91,91,182,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,4
204,121,121,242,005.Crested_Auklet/Crested_Auklet_0018_1817.jpg,5
205,151,151,284,006.Least_Auklet/Least_Auklet_0050_1924.jpg,6
206,181,181,326,007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg,7
207,211,211,378,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg,8
208,241,241,427,009.Brewer_Blackbird/Brewer_Blackbird_0140_2586.jpg,9
209,271,271,485,010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,10
210,301,301,545,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,11
211,331,331,606,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg,12
212,361,361,662,013.Bobolink/Bobolink_0104_10273.jpg,13
213,391,391,722,014.Indigo_Bunting/Indigo_Bunting_0002_12163.jpg,14
214,421,421,781,015.Lazuli_Bunting/Lazuli_Bunting_0074_14854.jpg,15
215,451,451,843,016.Painted_Bunting/Painted_Bunting_0050_16670.jpg,16
216,481,481,900,017.Cardinal/Cardinal_0094_17165.jpg,17
217,511,511,955,018.Spotted_Catbird/Spotted_Catbird_0012_796802.jpg,18
218,541,541,1002,019.Gray_Catbird/Gray_Catbird_0127_20034.jpg,19
219,571,571,1059,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0073_21932.jpg,20
220,601,601,1121,021.Eastern_Towhee/Eastern_Towhee_0101_22559.jpg,21
221,631,631,1184,022.Chuck_will_Widow/Chuck_Will_Widow_0012_796956.jpg,22
222,661,661,1233,023.Brandt_Cormorant/Brandt_Cormorant_0014_23050.jpg,23
223,691,691,1294,024.Red_faced_Cormorant/Red_Faced_Cormorant_0072_796269.jpg,24
224,721,721,1344,025.Pelagic_Cormorant/Pelagic_Cormorant_0083_23557.jpg,25
225,751,751,1404,026.Bronzed_Cowbird/Bronzed_Cowbird_0057_24074.jpg,26
226,781,781,1465,027.Shiny_Cowbird/Shiny_Cowbird_0055_24331.jpg,27
227,811,811,1527,028.Brown_Creeper/Brown_Creeper_0061_24601.jpg,28
228,841,841,1584,029.American_Crow/American_Crow_0119_25610.jpg,29
229,871,871,1645,030.Fish_Crow/Fish_Crow_0011_25866.jpg,30
230,901,901,1704,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0028_26165.jpg,31
231,931,931,1763,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0022_794625.jpg,32
232,961,961,1817,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0094_26643.jpg,33
233,991,991,1877,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0074_27156.jpg,34
234,1021,1021,1934,035.Purple_Finch/Purple_Finch_0048_27670.jpg,35
235,1051,1051,1998,036.Northern_Flicker/Northern_Flicker_0075_28729.jpg,36
236,1081,1081,2054,037.Acadian_Flycatcher/Acadian_Flycatcher_0033_29195.jpg,37
237,1111,1111,2114,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0108_29712.jpg,38
238,1141,1141,2173,039.Least_Flycatcher/Least_Flycatcher_0060_30214.jpg,39
239,1171,1171,2233,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0064_30485.jpg,40
240,1201,1201,2296,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0028_42010.jpg,41
241,1231,1231,2353,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0069_42502.jpg,42
242,1261,1261,2416,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0064_795466.jpg,43
243,1291,1291,2477,044.Frigatebird/Frigatebird_0047_43039.jpg,44
244,1321,1321,2533,045.Northern_Fulmar/Northern_Fulmar_0023_43809.jpg,45
245,1351,1351,2593,046.Gadwall/Gadwall_0035_30985.jpg,46
246,1381,1381,2654,047.American_Goldfinch/American_Goldfinch_0133_32802.jpg,47
247,1411,1411,2718,048.European_Goldfinch/European_Goldfinch_0041_794645.jpg,48
248,1441,1441,2772,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0089_33807.jpg,49
249,1471,1471,2833,050.Eared_Grebe/Eared_Grebe_0023_34309.jpg,50
250,1501,1501,2891,051.Horned_Grebe/Horned_Grebe_0103_34822.jpg,51
251,1531,1531,2953,052.Pied_billed_Grebe/Pied_Billed_Grebe_0082_35356.jpg,52
252,1561,1561,3014,053.Western_Grebe/Western_Grebe_0099_36112.jpg,53
253,1591,1591,3073,054.Blue_Grosbeak/Blue_Grosbeak_0073_37148.jpg,54
254,1621,1621,3134,055.Evening_Grosbeak/Evening_Grosbeak_0011_37913.jpg,55
255,1651,1651,3196,056.Pine_Grosbeak/Pine_Grosbeak_0104_38362.jpg,56
256,1681,1681,3255,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0097_39514.jpg,57
257,1711,1711,3311,058.Pigeon_Guillemot/Pigeon_Guillemot_0069_40278.jpg,58
258,1741,1741,3371,059.California_Gull/California_Gull_0096_40978.jpg,59
259,1771,1771,3430,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0049_45065.jpg,60
260,1801,1801,3493,061.Heermann_Gull/Heermann_Gull_0122_45627.jpg,61
261,1831,1831,3553,062.Herring_Gull/Herring_Gull_0042_46637.jpg,62
262,1861,1861,3609,063.Ivory_Gull/Ivory_Gull_0039_49412.jpg,63
263,1891,1891,3671,064.Ring_billed_Gull/Ring_Billed_Gull_0074_52258.jpg,64
264,1921,1921,3730,065.Slaty_backed_Gull/Slaty_Backed_Gull_0072_53314.jpg,65
265,1951,1951,3781,066.Western_Gull/Western_Gull_0051_54320.jpg,66
266,1981,1981,3841,067.Anna_Hummingbird/Anna_Hummingbird_0023_55841.jpg,67
267,2011,2011,3901,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0054_57364.jpg,68
268,2041,2041,3959,069.Rufous_Hummingbird/Rufous_Hummingbird_0111_59408.jpg,69
269,2071,2071,4018,070.Green_Violetear/Green_Violetear_0017_795652.jpg,70
270,2101,2101,4079,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0027_60950.jpg,71
271,2131,2131,4142,072.Pomarine_Jaeger/Pomarine_Jaeger_0024_61281.jpg,72
272,2161,2161,4199,073.Blue_Jay/Blue_Jay_0052_63148.jpg,73
273,2191,2191,4259,074.Florida_Jay/Florida_Jay_0003_65036.jpg,74
274,2221,2221,4321,075.Green_Jay/Green_Jay_0085_66077.jpg,75
275,2251,2251,4380,076.Dark_eyed_Junco/Dark_Eyed_Junco_0043_68689.jpg,76
276,2281,2281,4435,077.Tropical_Kingbird/Tropical_Kingbird_0098_69642.jpg,77
277,2311,2311,4495,078.Gray_Kingbird/Gray_Kingbird_0022_70155.jpg,78
278,2341,2341,4554,079.Belted_Kingfisher/Belted_Kingfisher_0011_70923.jpg,79
279,2371,2371,4616,080.Green_Kingfisher/Green_Kingfisher_0018_71189.jpg,80
280,2401,2401,4677,081.Pied_Kingfisher/Pied_Kingfisher_0040_72739.jpg,81
281,2431,2431,4737,082.Ringed_Kingfisher/Ringed_Kingfisher_0044_72976.jpg,82
282,2461,2461,4799,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0002_73491.jpg,83
283,2491,2491,4855,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0054_795396.jpg,84
284,2521,2521,4907,085.Horned_Lark/Horned_Lark_0010_75291.jpg,85
285,2551,2551,4969,086.Pacific_Loon/Pacific_Loon_0013_75530.jpg,86
286,2581,2581,5032,087.Mallard/Mallard_0082_75954.jpg,87
287,2611,2611,5087,088.Western_Meadowlark/Western_Meadowlark_0120_77834.jpg,88
288,2641,2641,5148,089.Hooded_Merganser/Hooded_Merganser_0049_79136.jpg,89
289,2671,2671,5208,090.Red_breasted_Merganser/Red_Breasted_Merganser_0071_79379.jpg,90
290,2701,2701,5268,091.Mockingbird/Mockingbird_0024_79623.jpg,91
291,2731,2731,5333,092.Nighthawk/Nighthawk_0004_84011.jpg,92
292,2761,2761,5393,093.Clark_Nutcracker/Clark_Nutcracker_0020_85099.jpg,93
293,2791,2791,5452,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0054_86551.jpg,94
294,2821,2821,5511,095.Baltimore_Oriole/Baltimore_Oriole_0020_87066.jpg,95
295,2851,2851,5573,096.Hooded_Oriole/Hooded_Oriole_0117_90464.jpg,96
296,2881,2881,5629,097.Orchard_Oriole/Orchard_Oriole_0048_91393.jpg,97
297,2911,2911,5689,098.Scott_Oriole/Scott_Oriole_0025_92207.jpg,98
298,2941,2941,5747,099.Ovenbird/Ovenbird_0032_93199.jpg,99
299,2971,2971,5812,100.Brown_Pelican/Brown_Pelican_0103_94787.jpg,100
300,3001,3001,5869,101.White_Pelican/White_Pelican_0013_96901.jpg,101
301,3031,3031,5919,102.Western_Wood_Pewee/Western_Wood_Pewee_0021_98101.jpg,102
302,3061,3061,5979,103.Sayornis/Sayornis_0086_98829.jpg,103
303,3091,3091,6037,104.American_Pipit/American_Pipit_0074_100154.jpg,104
304,3121,3121,6096,105.Whip_poor_Will/Whip_Poor_Will_0048_796417.jpg,105
305,3151,3151,6146,106.Horned_Puffin/Horned_Puffin_0024_100620.jpg,106
